data_source_id,data_source_type,author,year,title,link
465,8,Human Rights Watch,2025,US/El Salvador: Venezuelan Deportees Forcibly Disappeared,https://www.hrw.org/news/2025/04/11/us/el-salvador-venezuelan-deportees-forcibly-disappeared
466,8,Human Rights Watch,2002,Cambodia: Protect Montagnard Refugees Fleeing Vietnam,https://www.hrw.org/news/2002/09/25/cambodia-protect-montagnard-refugees-fleeing-vietnam
467,1,Lam; Tom,2000,The Exodus of Hoa Refugees from Vietnam and their Settlement in Guangxi: China's Refugee Settlement Strategies,https://www.researchgate.net/publication/31401518_The_Exodus_of_Hoa_Refugees_from_Vietnam_and_their_Settlement_in_Guangxi_China's_Refugee_Settlement_Strategies
468,8,Near East Report,2019,"Operation Magic Carpet, 70 Years On: Israel Rescues 50,000 Yemeni Jews",https://www.aipac.org/resources/operation-magic-carpet-5h7hn-62sfw-nhrtk
469,8,Internal Displacement Monitoring Center,2020,"""Even if they reopened the Airport"" - Barriers to cross-border movement expose Yemenis
to repeated internal displacement",https://api.internal-displacement.org/sites/default/files/publications/documents/202004-yemen-cross-border-report.pdf
470,8,The New Humanitarian,2007,122 Ethiopians deported after a month’s detention,https://www.thenewhumanitarian.org/news/2007/01/31/122-ethiopians-deported-after-month%E2%80%99s-detention
471,8,Reliefweb,2025,DTM Flow Monitoring Registry Dashboard: Non-Yemeni migrant arrivals and Yemeni migrant returnees in March 2025,https://reliefweb.int/report/yemen/dtm-flow-monitoring-registry-dashboard-non-yemeni-migrant-arrivals-and-yemeni-migrant-returnees-march-2025
472,8,UNHCR,2006,Angolan repatriation from Zambia resumes for final year,https://www.unhcr.org/news/angolan-repatriation-zambia-resumes-final-year
473,8,Schmitt; Celine & Shimo; Kelvin,2010,"Repatriation of Congolese from Zambia reaches 40,000; camps to close",https://www.unhcr.org/news/stories/repatriation-congolese-zambia-reaches-40000-camps-close
474,8,Global Detention Project,2023,Country Report Zambia,https://www.globaldetentionproject.org/countries/africa/zambia
475,8,US Department of State,2009,Background Note: Zimbabwe,https://2001-2009.state.gov/r/pa/ei/bgn/5479.htm
476,8,UNHCR,2004,U.S. Committee for Refugees World Refugee Survey 2004 - Zimbabwe,https://www.refworld.org/reference/annualreport/uscri/2004/en/58834
477,8,Human Rights Watch,2007,Recent labor migration to South Africa,https://www.hrw.org/reports/2007/southafrica0207/6.htm
